Date,Cycle Indicator Global,Eurozone Retail Sales,Eurozone Industrial Production exconstr,Eurozone Industrial Production manuf,US Privately Owned Housing Starts,US HomeBuilders Market Index,US Real Personal Income,US Real Personal Income exTrans,US Indus Prod Index,Adv Retail Sales US exFood Services,US JoblessClaims Seasonally Adjusted,US U6 Unemp Rate,World EPS forecast 3M Change,US M1 Growth YOY,RealUS M1 Growth YOY,FED Excess Reserves,Fed Balance Sheet,ECB Balance Sheet,Real Yield US,US 10yr Rate,Germany 10yr Rate,EU 10Y 2Y Curve,US 10Y 2Y Curve,Fed Fwd 6 Month,Fed Fwd 12 Month,Chinese Oil Imports,Japanese Export China,Industrial Metal Prices,US Core CPI,Inflation Surprise Global,US Breakeven Inflation,US PCE YOY,US Financial Conditions Index A,US Financial Conditions Index B,EU Financial Conditions Index A,EU Financial Conditions Index B,US IG Spreads,US HY Spreads,EU IG Spreads,EU HY Spreads,US Credit Standards,Global Equity 3 Month Momentum,Global Equity 6 Month Momentum,Global Equity 12 Month Momentum,Vix Index,Commercial Paper Spread,V2x Index,Eonia Spread,Equity Risk Premia,Sentiment Macro Fundamentals Global News Social,Sentiment Consumer Sentiment Global News Social,Sentiment Economic Growth Global News Social,Sentiment Trade Balance Global News Social,Sentiment environmental composite GLOBAL News,Sentiment social composite GLOBAL News,Sentiment governance composite GLOBAL News,Sentiment governance composite GLOBAL News Social,Sentiment social composite GLOBAL News Social,Sentiment environmental composite GLOBAL News Social
6/30/2009,-1.9,99.2,91.4,89.2,-47.1,12.7,"11,217.70","9,167.70",87.8,"307,008.30",601.3,15.5,-15.6,15.2,0.2,746.8,"2,024,497.30",1818.9,1.9,3.2,3.4,177.7,216.7,0.4,0.9,0,-0.3,232.4,1.9,-9.3,1.5,1,102.6,-4.2,101.5,-3.5,475.4,12.3,3.6,14.8,53.5,0,-0.1,-0.5,36.8,93.5,38.1,1.2,4.8,-0.7,-0.2,-0.8,-0.9,-1,0.2,1.2,1.1,0,-1
7/31/2009,-1.7,98.8,90.7,88.4,-46.2,13.3,"11,187.30","9,125.10",86.9,"306,156.50",591.5,15.8,-11.9,15.7,0.2,751.6,"2,023,978.50",1838.9,1.8,3.3,3.4,187.6,228.1,0.4,0.8,0.1,-0.3,241.3,1.8,-11.2,1.5,0.9,102.4,-3.6,101.4,-3,439.6,11.4,3.3,13.7,53.5,0,-0.1,-0.5,33.6,77.2,35.4,1,4.5,-0.5,0,-0.6,-0.7,-1,0,1.1,1,-0.2,-1
8/31/2009,-1.5,98.8,90.3,88,-43.2,14.4,"11,162.90","9,093.10",86.6,"305,526.10",583,16,-8.7,16.3,0.2,765.3,"2,028,092.60",1831.8,1.8,3.4,3.4,190.4,233.6,0.3,0.9,0.2,-0.3,259,1.7,-12.9,1.6,0.8,102,-3.1,101.3,-2.6,400.1,10.5,3,12.6,40.1,0,0,-0.4,31.3,63.1,33.4,0.8,4.2,-0.6,0,-0.6,-0.6,-0.7,0,0.9,0.7,-0.2,-0.7
9/30/2009,-1.3,98.5,90,87.7,-39.6,15.4,"11,140.00","9,066.50",86.6,"307,716.30",574.6,16.2,-5.7,15.6,0.2,800.4,"2,061,341.20",1822.9,1.7,3.4,3.3,195.5,236.8,0.3,0.9,0.2,-0.3,270,1.6,-11.8,1.7,0.8,101.7,-2.5,101.2,-2.2,369.3,9.8,2.7,11.5,40.1,0.1,0.1,-0.3,29.5,51.8,31.5,0.7,4,-0.5,0.1,-0.4,-0.5,-0.7,-0.2,0.9,0.8,-0.3,-0.6
10/31/2009,-1.2,98.5,89.8,87.4,-36.5,16.4,"11,117.30","9,043.70",86.9,"307,322.00",559.6,16.5,-3.4,15.1,0.2,863.5,"2,093,458.70",1815.2,1.6,3.4,3.3,194.3,238.9,0.3,0.9,0.2,-0.3,281.2,1.6,-11.6,1.7,0.8,101.4,-2.1,101.1,-1.8,347.6,9.1,2.5,10.4,40.1,0.1,0.2,-0.1,27.9,43.9,30.1,0.6,3.9,-0.3,0.3,-0.2,-0.4,-0.6,-0.1,1,0.9,-0.3,-0.6
11/30/2009,-1.1,98.5,90.3,88,-35,16.6,"11,109.30","9,031.30",87.1,"307,828.30",545.3,16.7,-1.5,14,0.1,932.6,"2,118,331.60",1800.4,1.5,3.4,3.3,196.2,244.7,0.3,0.8,0.2,-0.2,291.4,1.6,-11.4,1.9,0.9,101.1,-1.8,101,-1.5,333.6,8.6,2.3,9.6,23.3,0.1,0.2,0,26.8,39.1,29.3,0.5,3.8,-0.2,0.5,0,-0.2,-0.6,0,1,1,-0.2,-0.6
12/31/2009,-1,98.5,90.6,88.3,-27.8,16.7,"11,114.70","9,024.60",87.3,"309,616.20",528.9,16.8,-0.2,11.6,0.1,980.9,"2,153,438.60",1801.3,1.4,3.5,3.3,197.5,253.5,0.3,0.8,0.2,-0.2,305.6,1.6,-10.7,2,1,101,-1.4,101,-1.3,317.1,8,2.1,8.9,23.3,0.1,0.2,0.1,25.1,33.8,28.1,0.5,3.8,-0.2,0.5,0.1,0,-0.7,-0.2,1.1,1.1,-0.3,-0.7
1/31/2010,-0.9,98.8,90.8,88.6,-18.8,16.5,"11,116.60","9,020.10",87.6,"311,166.10",511,16.7,0.3,9.9,0.1,1007.4,"2,182,709.40",1828,1.3,3.5,3.3,200.9,260.8,0.3,0.8,0.3,0,317.4,1.7,-9.5,2.1,1.2,100.8,-1.1,100.9,-1.1,300.8,7.5,2,8.3,23.3,0.1,0.2,0.1,24,29.7,27,0.4,3.7,-0.3,0.5,0.1,0.2,-0.7,-0.1,1,1.1,-0.2,-0.7
2/28/2010,-0.9,98.7,91.1,88.7,-6.2,16.1,"11,120.10","9,016.10",88.1,"312,996.70",503.6,16.8,0.6,9.5,0.1,1058.6,"2,207,188.10",1842.8,1.3,3.6,3.2,204.9,267,0.3,0.7,0.3,0.2,319.6,1.7,-7,2.1,1.3,100.8,-0.9,100.8,-1,291.9,7.3,1.9,7.9,6.9,0,0.1,0.2,23.6,25.7,26.9,0.4,3.8,-0.4,0.5,0,0.4,-0.8,-0.1,1,1.1,-0.2,-0.8
3/31/2010,-0.8,98.8,91.6,89.2,-3.3,16.3,"11,131.10","9,013.40",88.5,"314,227.90",496.7,16.9,0.8,9.2,0.1,1083.8,"2,238,702.70",1856.4,1.3,3.6,3.2,207.6,270.2,0.3,0.7,0.4,0.2,330.2,1.6,-5.4,2.2,1.4,100.7,-0.6,100.7,-0.8,280.7,6.9,1.8,7.4,6.9,0,0.1,0.3,21.8,21.2,25.2,0.4,3.9,-0.2,0.3,0,0.4,-0.8,-0.2,1,1,-0.3,-0.8
4/30/2010,-0.6,99.1,91.9,89.4,5,16,"11,162.70","9,026.40",89,"317,020.80",487.2,17,1.1,8.1,0.1,1082.5,"2,264,440.80",1886.4,1.3,3.7,3.2,210.8,272.4,0.3,0.7,0.4,0.3,342.8,1.4,-6.6,2.2,1.5,100.6,-0.4,100.6,-0.7,269.6,6.4,1.8,6.9,6.9,0,0.1,0.3,20.6,19.4,24.8,0.4,3.9,-0.1,0.3,0,0.3,-0.8,-0.3,0.9,1,-0.4,-0.8
5/31/2010,-0.6,99.1,92.6,90.2,16.1,16.8,"11,202.20","9,051.40",89.4,"319,857.70",479.1,16.9,1.6,7.4,0.1,1080,"2,285,081.60",1934.1,1.3,3.6,3,214.4,268.3,0.3,0.7,0.3,0.4,337.4,1.3,-7.8,2.2,1.5,100.6,-0.7,100.5,-0.8,268.7,6.4,1.8,7,3,0,0.1,0.3,23.8,22.2,28.8,0.4,4.1,-0.2,0.2,-0.2,0.3,-0.8,-0.3,0.9,1,-0.4,-0.9
6/30/2010,-0.5,99.2,93.2,90.9,13.8,18.3,"11,236.30","9,098.90",90.1,"320,757.50",474,16.8,1.8,6.6,0,1074.8,"2,302,966.40",1987.7,1.2,3.5,2.9,213,262.1,0.3,0.7,0.3,0.4,326.2,1.2,-7.1,2.1,1.6,100.7,-0.9,100.4,-0.9,279.3,6.6,2,7.2,3,0,0,0.2,25.5,29.6,29.8,0.4,4.3,-0.3,0.2,-0.2,0.3,-0.8,-0.3,1,1.1,-0.3,-0.8
7/31/2010,-0.5,99.3,94.2,91.8,7.4,17.6,"11,259.70","9,126.80",90.7,"320,754.50",468,16.7,1.5,5.7,0,1067.6,"2,311,297.40",1993.8,1.2,3.3,2.8,206.2,255,0.3,0.6,0.3,0.4,321,1.1,-8.2,2,1.6,100.7,-1,100.4,-1,285.8,6.6,2,7.1,3,0,0,0.2,25.5,32.6,29.5,0.4,4.6,-0.4,0.2,-0.1,0.4,-0.6,-0.2,0.9,1,-0.3,-0.6
8/31/2010,-0.5,99.3,94.9,92.7,3,16.6,"11,285.80","9,148.80",91.2,"321,489.80",470.1,16.6,0.9,5.6,0,1061.6,"2,312,718.30",1983.6,1.1,3.1,2.7,195.3,243.4,0.2,0.5,0.2,0.4,323.9,1,-9.1,1.9,1.5,100.7,-0.9,100.3,-1.1,289.5,6.6,2,6.9,-4.6,0,0,0.1,25.3,30.5,29.1,0.4,4.8,-0.2,0.1,-0.2,0.4,-0.5,-0.3,0.8,0.9,-0.4,-0.5
9/30/2010,-0.6,99.2,95.2,93.1,2.8,15.6,"11,301.70","9,163.40",91.6,"322,311.30",466.6,16.7,0.5,5.8,0,1046.6,"2,309,049.70",1979.7,1,3,2.6,185.5,235.3,0.2,0.4,0.2,0.4,331,1,-8.4,1.9,1.5,100.6,-0.9,100.3,-1.1,293.2,6.5,2,6.6,-4.6,0,0,0.1,24.5,28,27.8,0.4,4.9,-0.2,0.2,-0.1,0.2,-0.5,-0.4,0.8,0.9,-0.6,-0.4
10/31/2010,-0.5,99.2,95.7,93.6,2.4,14.8,"11,322.00","9,198.40",92,"323,889.50",461,16.7,0.2,5.9,0,1033.5,"2,307,699.60",1945,0.8,2.9,2.5,175.1,229.4,0.2,0.4,0.2,0.3,342.8,0.9,-8.2,1.9,1.4,100.4,-0.8,100.3,-1,300.5,6.4,1.9,6.3,-4.6,0,0,0.1,23.3,25.7,26.4,0.5,4.9,-0.1,0.3,0,0,-0.6,-0.4,1,1,-0.5,-0.6
11/30/2010,-0.4,99.2,96.2,94.2,2.2,14.9,"11,342.30","9,228.90",92.2,"326,589.30",453.2,16.7,0,6.6,0.1,1024,"2,311,195.00",1930.4,0.7,2.8,2.5,170.5,229.6,0.2,0.3,0.1,0.3,350.2,0.8,-7.8,2,1.3,100.3,-0.7,100.4,-1,305.5,6.2,1.9,6.2,-8.4,0,0,0.1,22.4,23.8,26,0.5,4.9,0,0.4,0,0,-0.7,-0.3,1.1,1.1,-0.4,-0.7
12/31/2010,-0.4,99.2,96.7,94.8,-0.5,15.2,"11,362.40","9,257.00",92.4,"330,077.00",442.6,16.7,0,7.2,0.1,1027.8,"2,340,096.00",1938,0.7,3,2.6,179.7,241.3,0.2,0.3,0.1,0.3,361.5,0.8,-7.9,2.1,1.3,100.2,-0.7,100.4,-1,298.3,6,2,6.1,-8.4,0,0.1,0.1,21,23.5,24.7,0.5,4.9,0.1,0.4,0.1,-0.1,-0.8,-0.3,1,1,-0.4,-0.8
1/31/2011,-0.3,99.2,97.3,95.4,-2.4,15.4,"11,401.30","9,305.50",92.7,"333,105.00",437.4,16.5,0.3,8,0.1,1039.5,"2,369,316.40",1944.9,0.8,3.1,2.8,183.6,251.3,0.2,0.3,0.1,0.3,372.9,0.8,-6.2,2.1,1.2,100.1,-0.6,100.4,-1,291.3,5.7,2,5.9,-8.4,0,0.1,0.1,20,22.8,24,0.6,4.8,0.3,0.4,0.3,-0.1,-0.6,-0.1,0.9,0.9,-0.3,-0.6
2/28/2011,-0.2,99.1,98,96,-1,15.6,"11,432.60","9,340.80",92.9,"335,651.60",430.6,16.4,0.6,8.6,0.1,1091.5,"2,407,847.10",1951.7,0.8,3.2,2.9,182.3,259.1,0.2,0.4,0.1,0.2,385.5,0.9,-4.6,2.2,1.2,100,-0.5,100.4,-0.8,282.8,5.4,1.9,5.6,-9.6,0,0.1,0.1,19.4,23.1,23.3,0.6,4.6,0.3,0.4,0.3,0,-0.6,-0.2,1,1,-0.3,-0.6
3/31/2011,-0.2,99.3,98.3,96.5,-4.8,15.7,"11,461.50","9,367.70",93,"338,788.30",422.8,16.3,0.8,9.2,0.1,1177.9,"2,469,568.90",1948.3,0.8,3.3,3,174.6,263,0.2,0.4,0.1,0.3,392,0.9,-2.2,2.3,1.2,99.9,-0.5,100.5,-0.8,276.9,5.2,1.9,5.4,-9.6,0,0.1,0.1,19.7,23.7,23.8,0.6,4.6,0.4,0.3,0.3,-0.1,-0.7,-0.2,1,1,-0.4,-0.6
4/30/2011,-0.3,99,98.8,97.2,-5.1,16.1,"11,468.60","9,379.30",93.3,"341,428.20",418.4,16.2,0.7,9.9,0.1,1266.1,"2,527,645.80",1927.1,0.7,3.3,3.1,168.5,265.4,0.2,0.4,0.1,0.2,397.3,1,-0.4,2.4,1.2,99.7,-0.4,100.5,-0.7,272.1,5,1.8,5.3,-9.6,0,0.1,0.1,18.8,23.9,22.8,0.7,4.6,0.4,0.3,0.3,-0.1,-0.7,-0.2,1,1,-0.4,-0.7
5/31/2011,-0.3,99.2,99.3,97.7,-9.2,16.1,"11,475.10","9,389.00",93.4,"343,499.30",421.9,16.1,0.5,11,0.1,1346.9,"2,591,006.10",1919.2,0.7,3.3,3.1,159.1,264.3,0.2,0.4,0.1,0.2,393.8,1.1,0.4,2.4,1.3,99.6,-0.3,100.6,-0.7,269.4,4.9,1.8,5.2,-15.5,0,0.1,0.1,18.2,23.8,22.6,0.8,4.7,0.3,0.3,0,0,-0.6,-0.2,1,1.1,-0.3,-0.7
6/30/2011,-0.3,98.7,99.4,98.1,-7.6,16,"11,463.00","9,381.50",93.5,"344,332.90",420.9,16.1,0.3,11.7,0.1,1426.4,"2,673,602.40",1920,0.6,3.2,3.1,154.5,262.6,0.2,0.3,0.1,0.1,390.9,1.2,2.4,2.3,1.3,99.6,-0.3,100.7,-0.7,271.6,5.1,1.8,5.3,-15.5,0,0.1,0.2,18.5,23.9,23,0.9,4.9,0,0.2,-0.1,-0.1,-0.5,-0.3,1,1.2,-0.4,-0.7
7/31/2011,-0.4,98.7,99.7,98.5,-1.6,15.2,"11,461.90","9,384.80",93.7,"345,156.90",418.8,16.1,-0.1,12.8,0.1,1491.7,"2,729,486.70",1936.7,0.5,3.1,3,151,261.3,0.2,0.3,0,0.1,393.6,1.3,2.7,2.3,1.4,99.6,-0.3,100.7,-0.9,273.5,5.1,1.9,5.5,-15.5,0,0.1,0.2,18.8,24.4,23.6,0.9,5,0,0.2,-0.1,-0.2,-0.6,-0.4,1,1.2,-0.5,-0.8
8/31/2011,-0.5,98.7,99.5,98.4,2.9,15.1,"11,442.80","9,375.80",93.9,"346,406.70",416.1,16.1,-0.6,15.2,0.1,1529.4,"2,774,536.90",1971.2,0.4,2.9,2.8,151.2,244.2,0.1,0.2,0,0.1,386.5,1.5,4.6,2.3,1.5,99.7,-0.7,100.9,-1.8,284.3,5.7,2.1,6.3,-15.5,0,0,0.2,23.8,26.8,28.9,0.9,5.5,0,0.1,-0.3,-0.2,-0.6,-0.4,1,1.2,-0.5,-0.8
9/30/2011,-0.6,98.7,99.6,98.5,1.4,15.1,"11,423.00","9,366.30",94.3,"347,098.50",416.1,16.2,-1.4,16.5,0.1,1549.5,"2,798,075.00",2036.1,0.2,2.6,2.5,147.1,224,0.1,0.2,0,0.1,374.3,1.6,7.1,2.2,1.6,99.8,-1.1,101,-2.7,297.9,6.2,2.5,7.2,-15.5,0,0,0.1,27.5,30.4,33.8,1,5.9,-0.2,0,-0.4,-0.3,-0.6,-0.4,1.1,1.3,-0.5,-0.8
10/31/2011,-0.7,98.6,99.8,98.7,3.7,14.8,"11,410.90","9,358.70",94.5,"349,020.60",412.9,16.1,-2.3,17.4,0.1,1562.5,"2,814,002.60",2115,0.2,2.5,2.4,146.6,213.4,0.1,0.2,0,0,358.1,1.7,8.7,2.1,1.7,99.9,-1.3,101.1,-3.1,305.3,6.5,2.7,7.7,-15.5,-0.1,-0.1,0.1,28.9,33.8,35.3,1,6.1,-0.2,0.1,-0.5,-0.3,-0.7,-0.4,1.1,1.3,-0.5,-0.9
11/30/2011,-0.7,98.6,99.6,98.5,6.1,15.4,"11,407.50","9,359.60",94.9,"350,969.00",407,15.9,-3.1,18,0.1,1558.6,"2,817,897.00",2188.6,0.1,2.3,2.2,149.2,202,0.1,0.2,0.1,0,344.8,1.8,8.4,2.1,1.7,99.9,-1.5,101.2,-3.6,307.9,6.7,2.9,7.9,-9.8,0,-0.1,0,29.7,38.2,36.8,0.9,6.3,-0.2,0,-0.5,-0.3,-0.8,-0.4,1.1,1.3,-0.5,-1
12/31/2011,-0.7,98.4,99.4,98.4,13.1,16.4,"11,416.40","9,369.90",95.1,"352,831.60",397.9,15.7,-3.5,17.9,0.1,1556.9,"2,839,707.50",2324.3,0,2.2,2.2,156.6,193,0.1,0.2,0.1,0,334.3,1.9,6.3,2.1,1.7,100,-1.5,101.2,-3.9,314.1,6.8,3,8.1,-9.8,0,-0.1,0,28.4,43.1,35.7,0.8,6.4,-0.6,0.1,-0.5,-0.3,-0.9,-0.3,1,1.3,-0.4,-1
1/31/2012,-0.6,98.2,99.3,98.3,17.6,17.7,"11,444.80","9,402.80",95.4,"354,301.10",394,15.5,-3.5,18.2,0.1,1561,"2,860,883.90",2427.6,-0.1,2.1,2.1,160,186.3,0.1,0.1,0.1,-0.1,333.2,2,4.7,2.1,1.8,99.9,-1.4,101.1,-3.9,318.6,6.8,3,8.1,-9.8,0,-0.1,-0.1,26.1,45.3,33.3,0.7,6.3,-0.5,0.2,-0.4,-0.3,-0.9,-0.2,1,1.3,-0.2,-1
2/29/2012,-0.5,98.1,99.1,98.1,16.8,19.8,"11,458.10","9,418.50",95.8,"355,581.40",386.5,15.4,-3.5,18.2,0.1,1575.5,"2,884,482.60",2496.2,-0.2,2.1,2,162,181.3,0.1,0.2,0.1,-0.1,335.5,2.1,3.4,2.1,1.9,99.8,-1.2,101,-3.5,318.2,6.6,2.9,7.8,-5.3,0,-0.1,-0.1,24,45,30.9,0.6,6.2,-0.3,0.4,-0.2,-0.4,-0.9,-0.2,0.9,1.2,-0.2,-1
3/31/2012,-0.4,97.9,98.7,97.8,22.3,22.2,"11,478.00","9,440.20",96.2,"358,095.80",379.8,15.2,-3.2,18.1,0.1,1571,"2,885,242.50",2664.6,-0.3,2.1,2,163,181.8,0.1,0.2,0.1,-0.1,335.1,2.1,2.7,2.2,1.9,99.7,-1.1,100.9,-3.1,314.6,6.3,2.7,7.3,-5.3,0,0,-0.1,21.7,45.5,28.4,0.5,6,-0.2,0.5,0,-0.3,-0.9,-0.2,0.9,1.2,-0.2,-1
4/30/2012,-0.4,98,98.6,97.4,20.5,23.8,"11,484.30","9,447.60",96.3,"360,860.20",378.7,15,-2.8,18.1,0.1,1562.1,"2,880,605.20",2750.4,-0.3,2.1,1.9,161.9,179.5,0.1,0.2,0.1,-0.1,331.1,2.2,2.7,2.2,2,99.7,-1,100.9,-2.8,315.5,6.2,2.6,7.2,-5.3,0,0,-0.1,20.6,45.1,28.1,0.5,5.9,-0.2,0.6,0,-0.3,-0.9,-0.1,0.9,1.3,-0.1,-1
5/31/2012,-0.4,97.6,98.5,97.5,24.9,23.9,"11,501.60","9,463.00",96.6,"361,803.80",377.4,15,-2.2,17.6,0.1,1547.9,"2,872,082.10",2813.4,-0.4,2,1.7,155.1,170.5,0.1,0.2,0.1,-0.2,323.8,2.2,2.2,2.2,2,99.7,-0.9,100.9,-2.6,319.9,6.2,2.6,7.2,-7.9,0,0,-0.1,20.8,43.9,29.1,0.4,6,-0.3,0.6,-0.1,-0.3,-0.9,-0.2,1,1.3,-0.2,-1
6/30/2012,-0.4,97.5,98.2,97,25.3,25.1,"11,532.70","9,493.30",96.8,"361,493.90",378,14.9,-1.9,17.2,0.1,1536.9,"2,869,872.90",2892.1,-0.5,1.9,1.7,149.7,159.7,0.2,0.2,0.1,-0.1,314.6,2.2,0.1,2.2,1.9,99.8,-0.9,100.9,-2.4,325.8,6.3,2.6,7.3,-7.9,0,0,-0.1,20.8,42.9,29.3,0.4,6.1,-0.4,0.5,-0.2,-0.3,-0.8,-0.2,1,1.4,-0.1,-0.9
7/31/2012,-0.5,97.5,98.2,97,25,26.2,"11,563.40","9,519.30",97,"360,427.90",376.7,14.8,-2.2,16.9,0.1,1536.1,"2,866,513.50",2948.1,-0.6,1.8,1.6,144.9,149.6,0.1,0.2,0.1,-0.1,308,2.2,-2.1,2.1,1.9,99.8,-0.8,100.8,-2.2,329.3,6.2,2.5,7.2,-7.9,0,0,-0.1,19.9,39.8,28,0.3,6.2,-0.4,0.3,-0.2,-0.3,-0.7,-0.1,1.1,1.4,0,-0.8
8/31/2012,-0.5,97.5,98,96.8,23.3,28.7,"11,566.80","9,521.20",97.2,"360,264.80",375.4,14.8,-2.9,15.2,0.1,1535.2,"2,855,467.60",2994.6,-0.6,1.7,1.5,144.9,146.9,0.1,0.2,0.1,-0.1,301.7,2.2,-5.4,2.2,1.9,99.7,-0.7,100.7,-1.9,327.9,6.1,2.4,6.9,-9.4,0,0,0,18.6,36.2,26.8,0.3,6.1,-0.4,0.2,-0.2,-0.4,-0.6,-0.3,1,1.3,-0.3,-0.8
9/30/2012,-0.5,97.4,97.9,96.8,24.9,31.1,"11,570.10","9,522.60",97.2,"360,959.40",377.5,14.8,-3.2,14.4,0.1,1516.2,"2,844,674.20",3015.1,-0.7,1.7,1.5,146.4,146.4,0.1,0.2,0,-0.1,305.2,2.1,-6.1,2.3,1.8,99.7,-0.6,100.6,-1.4,324.1,5.9,2.2,6.6,-9.4,0,0,0,17.7,32.5,25.6,0.2,6,-0.3,0.2,-0.2,-0.4,-0.7,-0.6,0.9,1.3,-0.6,-0.8
10/31/2012,-0.4,97.1,98,97,26.4,33.6,"11,559.40","9,510.60",97.2,"363,195.90",375.7,14.7,-3.2,14.1,0.1,1504.9,"2,838,733.80",3025.5,-0.8,1.7,1.5,146.1,146,0.1,0.2,0,-0.1,305.2,2.1,-4.7,2.3,1.8,99.6,-0.4,100.6,-1,313,5.7,2.1,6.3,-9.4,0,0,0,17.4,28.4,24.5,0.2,5.9,-0.3,0.1,-0.2,-0.3,-0.8,-0.7,1,1.3,-0.7,-0.9
11/30/2012,-0.4,96.8,97.6,96.6,33.2,35.7,"11,583.30","9,530.10",97.3,"364,443.60",381.7,14.6,-3.2,13.4,0.1,1502.8,"2,844,243.60",3029.6,-0.8,1.7,1.5,144.3,143.6,0.1,0.2,0.1,-0.1,302.7,2.1,-5.6,2.4,1.8,99.6,-0.3,100.5,-0.7,305.4,5.7,1.9,6,-9.4,0,0,0.1,17.1,25.5,23.1,0.2,5.9,-0.3,0.3,-0.1,-0.1,-0.9,-0.6,1,1.4,-0.6,-1
12/31/2012,-0.4,96.4,97.1,96,28.6,38.4,"11,700.70","9,642.10",97.5,"365,356.60",376.4,14.5,-3.2,13.5,0.1,1507,"2,860,794.40",3027.1,-0.9,1.7,1.4,142.8,144.2,0.1,0.1,0.1,-0.1,305.1,2,-7.8,2.4,1.8,99.6,-0.2,100.5,-0.4,301.7,5.5,1.8,5.7,-9.4,0,0,0.1,17.2,24.7,21.7,0.1,5.9,-0.2,0.5,0.2,0,-0.9,-0.4,1,1.4,-0.5,-1
1/31/2013,-0.4,96.3,96.5,95.4,32,40.8,"11,658.20","9,592.50",97.7,"366,716.10",371.5,14.5,-3.1,13.2,0.1,1528.6,"2,898,173.10",3003.5,-0.9,1.8,1.5,142.2,149.8,0.1,0.1,0.1,-0.2,306.8,2,-9.2,2.4,1.8,99.5,0,100.4,-0.1,295.5,5.3,1.7,5.3,-9.4,0,0,0.1,16.2,23.3,20.1,0.1,5.7,-0.1,0.6,0.3,0,-0.8,-0.4,0.9,1.3,-0.4,-0.9
2/28/2013,-0.3,96.2,96.3,95.2,29.4,42.6,"11,648.90","9,579.70",97.8,"367,916.40",366.7,14.5,-2.7,12.9,0.1,1571.9,"2,947,261.80",2934.3,-0.9,1.8,1.5,142.3,155.4,0.1,0.1,0.1,-0.1,308.5,2,-10.5,2.5,1.7,99.5,0.1,100.4,0,293.6,5.2,1.7,5.1,-6.3,0,0.1,0.1,15.6,21,20,0.1,5.6,-0.1,0.6,0.3,0,-0.9,-0.4,0.9,1.3,-0.4,-0.9
3/31/2013,-0.3,96.1,96,94.9,31.5,43.6,"11,657.00","9,582.40",98.1,"370,321.40",360.2,14.3,-2.3,12.4,0.1,1625.7,"3,011,603.40",2839.3,-0.9,1.8,1.5,140.8,159.2,0.1,0.2,0,-0.2,303.7,2,-10.3,2.5,1.7,99.5,0.2,100.4,0,293,5,1.6,5,-6.3,0,0.1,0.1,14.9,19,19.9,0.1,5.5,0,0.4,0.1,0,-0.9,-0.3,0.8,1.3,-0.4,-0.9
4/30/2013,-0.4,96.1,95.8,94.6,35.4,43.7,"11,680.90","9,604.50",98.4,"371,010.40",359,14.2,-1.9,12.3,0.1,1684.9,"3,084,367.10",2778.9,-0.9,1.8,1.4,135.7,156.4,0.1,0.1,0,-0.1,295.9,1.9,-12.7,2.5,1.6,99.4,0.2,100.4,0.1,291.3,4.9,1.6,4.8,-6.3,0,0.1,0.1,14.7,18.5,20,0.1,5.4,0,0.4,0,-0.1,-0.9,-0.3,0.8,1.4,-0.3,-0.9
5/31/2013,-0.3,95.9,96,94.6,28.4,42.9,"11,717.40","9,635.00",98.5,"371,628.30",354.3,14.1,-1.7,12.2,0.1,1755.2,"3,178,149.30",2710.3,-0.8,1.9,1.4,135.6,160.2,0.1,0.2,0,-0.1,289.1,1.9,-14.8,2.4,1.6,99.4,0.3,100.3,0.2,287.3,4.7,1.5,4.6,-10.9,0,0.1,0.1,14.3,17.8,19.3,0.1,5.2,0.2,0.4,0,-0.1,-0.9,-0.3,0.8,1.4,-0.4,-1
6/30/2013,-0.3,96.1,96.2,94.8,29.3,43.2,"12,127.10","9,989.50",98.7,"372,654.20",351.8,14.1,-1.5,11.9,0.1,1828.1,"3,253,298.10",2654.7,-0.6,2,1.5,138,170.4,0.1,0.2,0,-0.1,282.7,1.8,-17,2.3,1.5,99.5,0.2,100.4,0.2,287.6,4.7,1.5,4.6,-10.9,0,0.1,0.1,15.1,17.4,20,0.1,5.1,0.2,0.5,0,0,-0.8,-0.3,1.1,1.6,-0.4,-0.8
7/31/2013,-0.2,96,96.3,95,24,45.5,"12,419.20","10,242.00",98.8,"374,051.00",350.4,14,-1.3,11.3,0.1,1904.2,"3,351,038.50",2583.6,-0.3,2.2,1.5,141.6,186.3,0.1,0.2,0,-0.1,275.9,1.8,-16.3,2.2,1.5,99.5,0.2,100.4,0.1,284.1,4.7,1.5,4.6,-10.9,0,0.1,0.1,14.8,17.9,19.8,0.1,4.9,0.4,0.6,-0.1,0,-0.7,-0.3,1.1,1.6,-0.4,-0.8
8/31/2013,-0.1,96.1,96.5,95.2,22.5,48.5,"12,644.50","10,435.60",98.9,"375,365.60",345.6,13.9,-1.3,10.5,0.1,1988.4,"3,430,787.90",2511,-0.1,2.3,1.6,146.8,201.8,0.1,0.2,0.1,0,274,1.7,-15.7,2.2,1.5,99.6,0.2,100.5,0.2,279.6,4.6,1.4,4.5,-10.9,0,0.1,0.1,14.6,17.7,19.5,0.1,4.8,0.5,0.7,0,0,-0.7,-0.4,0.9,1.5,-0.5,-0.8
